*ID 1 | Tipo: 1 | Nome: PalavraReservada | Lexema: const | Linha: 1
*ID 117 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 28
*ID 118 | Tipo: 2 | Nome: Identificador | Lexema: x | Linha: 28
*ID 119 | Tipo: 12 | Nome: Delimitador | Lexema: [ | Linha: 28
*ID 120 | Tipo: 2 | Nome: Identificador | Lexema: i | Linha: 28
*ID 121 | Tipo: 12 | Nome: Delimitador | Lexema: ] | Linha: 28
*ID 122 | Tipo: 12 | Nome: Delimitador | Lexema: . | Linha: 28
*ID 123 | Tipo: 2 | Nome: Identificador | Lexema: curso | Linha: 28
*ID 124 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 28
*ID 125 | Tipo: 2 | Nome: Identificador | Lexema: x | Linha: 28
*ID 126 | Tipo: 12 | Nome: Delimitador | Lexema: [ | Linha: 28
*ID 127 | Tipo: 2 | Nome: Identificador | Lexema: i | Linha: 28
*ID 128 | Tipo: 12 | Nome: Delimitador | Lexema: ] | Linha: 28
*ID 129 | Tipo: 12 | Nome: Delimitador | Lexema: . | Linha: 28
*ID 130 | Tipo: 2 | Nome: Identificador | Lexema: matricula | Linha: 28
*ID 131 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 28
*ID 132 | Tipo: 2 | Nome: Identificador | Lexema: x | Linha: 28
*ID 133 | Tipo: 12 | Nome: Delimitador | Lexema: [ | Linha: 28
*ID 134 | Tipo: 2 | Nome: Identificador | Lexema: i | Linha: 28
*ID 135 | Tipo: 12 | Nome: Delimitador | Lexema: ] | Linha: 28
*ID 136 | Tipo: 12 | Nome: Delimitador | Lexema: . | Linha: 28
*ID 137 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 28
*ID 138 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 28
*ID 139 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 28
*ID 140 | Tipo: 2 | Nome: Identificador | Lexema: i | Linha: 29
*ID 141 | Tipo: 9 | Nome: OperadorAritmetico | Lexema: ++ | Linha: 29
*ID 142 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 29
*ID 143 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 30
*ID 144 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 32
*ID 145 | Tipo: 1 | Nome: PalavraReservada | Lexema: method | Linha: 34
*ID 146 | Tipo: 1 | Nome: PalavraReservada | Lexema: void | Linha: 34
*ID 147 | Tipo: 2 | Nome: Identificador | Lexema: imprimir | Linha: 34
*ID 148 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 34
*ID 149 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 34
*ID 150 | Tipo: 12 | Nome: Delimitador | Lexema: { | Linha: 34
*ID 151 | Tipo: 1 | Nome: PalavraReservada | Lexema: write | Linha: 36
*ID 152 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 36
*ID 153 | Tipo: 4 | Nome: CadeiaDeCaracteres | Lexema: "Imprimindo dados do aluno" | Linha: 36
*ID 154 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 36
*ID 155 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 36
*ID 156 | Tipo: 1 | Nome: PalavraReservada | Lexema: write | Linha: 37
*ID 157 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 37
*ID 158 | Tipo: 2 | Nome: Identificador | Lexema: nome | Linha: 37
*ID 159 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 37
*ID 160 | Tipo: 2 | Nome: Identificador | Lexema: endereco | Linha: 37
*ID 161 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 37
*ID 162 | Tipo: 2 | Nome: Identificador | Lexema: idade | Linha: 37
*ID 163 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 37
*ID 164 | Tipo: 2 | Nome: Identificador | Lexema: curso | Linha: 37
*ID 165 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 37
*ID 166 | Tipo: 2 | Nome: Identificador | Lexema: matricula | Linha: 37
*ID 167 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 37
*ID 168 | Tipo: 2 | Nome: Identificador | Lexema: curso | Linha: 37
*ID 169 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 37
*ID 170 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 37
*ID 171 | Tipo: 1 | Nome: PalavraReservada | Lexema: return | Linha: 39
*ID 172 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 39
*ID 173 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 40
*ID 174 | Tipo: 1 | Nome: PalavraReservada | Lexema: method | Linha: 42
*ID 175 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 42
*ID 176 | Tipo: 2 | Nome: Identificador | Lexema: calcula_aumento_bolsa | Linha: 42
*ID 177 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 42
*ID 178 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 42
*ID 179 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 42
*ID 180 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 42
*ID 181 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 42
*ID 182 | Tipo: 2 | Nome: Identificador | Lexema: juros | Linha: 42
*ID 183 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 42
*ID 184 | Tipo: 12 | Nome: Delimitador | Lexema: { | Linha: 42
*ID 185 | Tipo: 1 | Nome: PalavraReservada | Lexema: variables | Linha: 43
*ID 186 | Tipo: 12 | Nome: Delimitador | Lexema: { | Linha: 43
*ID 187 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 44
*ID 188 | Tipo: 2 | Nome: Identificador | Lexema: result | Linha: 44
*ID 189 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 44
*ID 190 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 45
*ID 191 | Tipo: 2 | Nome: Identificador | Lexema: result | Linha: 46
*ID 192 | Tipo: 10 | Nome: OperadorRelacional | Lexema: = | Linha: 46
*ID 193 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 46
*ID 194 | Tipo: 9 | Nome: OperadorAritmetico | Lexema: + | Linha: 46
*ID 195 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 46
*ID 196 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 46
*ID 197 | Tipo: 9 | Nome: OperadorAritmetico | Lexema: * | Linha: 46
*ID 198 | Tipo: 2 | Nome: Identificador | Lexema: juros | Linha: 46
*ID 199 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 46
*ID 200 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 46
*ID 201 | Tipo: 1 | Nome: PalavraReservada | Lexema: return | Linha: 47
*ID 202 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 47
*ID 203 | Tipo: 2 | Nome: Identificador | Lexema: result | Linha: 47
*ID 204 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 47
*ID 205 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 47
*ID 206 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 48
*ID 207 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 49
Quantidade de Espacos: 150
Quantidade de Erros: 0
SUCESSO!!! - Nao ha erros
