*ID 1 | Tipo: 1 | Nome: PalavraReservada | Lexema: const | Linha: 1
*ID 117 | Tipo: 2 | Nome: Identificador | Lexema: i | Linha: 27
*ID 118 | Tipo: 12 | Nome: Delimitador | Lexema: ] | Linha: 27
*ID 119 | Tipo: 12 | Nome: Delimitador | Lexema: . | Linha: 27
*ID 120 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 27
*ID 121 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 27
*ID 122 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 27
*ID 123 | Tipo: 2 | Nome: Identificador | Lexema: i | Linha: 28
*ID 124 | Tipo: 9 | Nome: OperadorAritmetico | Lexema: ++ | Linha: 28
*ID 125 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 28
*ID 126 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 29
*ID 127 | Tipo: 1 | Nome: PalavraReservada | Lexema: return | Linha: 30
*ID 128 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 30
*ID 129 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 31
*ID 130 | Tipo: 1 | Nome: PalavraReservada | Lexema: method | Linha: 33
*ID 131 | Tipo: 1 | Nome: PalavraReservada | Lexema: void | Linha: 33
*ID 132 | Tipo: 2 | Nome: Identificador | Lexema: imprimir | Linha: 33
*ID 133 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 33
*ID 134 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 33
*ID 135 | Tipo: 12 | Nome: Delimitador | Lexema: { | Linha: 33
*ID 136 | Tipo: 1 | Nome: PalavraReservada | Lexema: write | Linha: 34
*ID 137 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 34
*ID 138 | Tipo: 2 | Nome: Identificador | Lexema: nome | Linha: 34
*ID 139 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 34
*ID 140 | Tipo: 2 | Nome: Identificador | Lexema: endereco | Linha: 34
*ID 141 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 34
*ID 142 | Tipo: 2 | Nome: Identificador | Lexema: idade | Linha: 34
*ID 143 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 34
*ID 144 | Tipo: 2 | Nome: Identificador | Lexema: curso | Linha: 34
*ID 145 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 34
*ID 146 | Tipo: 2 | Nome: Identificador | Lexema: matricula | Linha: 34
*ID 147 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 34
*ID 148 | Tipo: 2 | Nome: Identificador | Lexema: curso | Linha: 34
*ID 149 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 34
*ID 150 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 34
*ID 151 | Tipo: 1 | Nome: PalavraReservada | Lexema: return | Linha: 36
*ID 152 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 36
*ID 153 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 37
*ID 154 | Tipo: 1 | Nome: PalavraReservada | Lexema: method | Linha: 39
*ID 155 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 39
*ID 156 | Tipo: 2 | Nome: Identificador | Lexema: calcula_aumento_bolsa | Linha: 39
*ID 157 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 39
*ID 158 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 39
*ID 159 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 39
*ID 160 | Tipo: 12 | Nome: Delimitador | Lexema: , | Linha: 39
*ID 161 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 39
*ID 162 | Tipo: 2 | Nome: Identificador | Lexema: juros | Linha: 39
*ID 163 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 39
*ID 164 | Tipo: 12 | Nome: Delimitador | Lexema: { | Linha: 39
*ID 165 | Tipo: 1 | Nome: PalavraReservada | Lexema: variables | Linha: 40
*ID 166 | Tipo: 12 | Nome: Delimitador | Lexema: { | Linha: 40
*ID 167 | Tipo: 1 | Nome: PalavraReservada | Lexema: float | Linha: 41
*ID 168 | Tipo: 2 | Nome: Identificador | Lexema: result | Linha: 41
*ID 169 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 41
*ID 170 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 42
*ID 171 | Tipo: 2 | Nome: Identificador | Lexema: result | Linha: 43
*ID 172 | Tipo: 10 | Nome: OperadorRelacional | Lexema: = | Linha: 43
*ID 173 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 43
*ID 174 | Tipo: 9 | Nome: OperadorAritmetico | Lexema: + | Linha: 43
*ID 175 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 43
*ID 176 | Tipo: 2 | Nome: Identificador | Lexema: bolsa | Linha: 43
*ID 177 | Tipo: 9 | Nome: OperadorAritmetico | Lexema: * | Linha: 43
*ID 178 | Tipo: 2 | Nome: Identificador | Lexema: juros | Linha: 43
*ID 179 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 43
*ID 180 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 43
*ID 181 | Tipo: 1 | Nome: PalavraReservada | Lexema: return | Linha: 44
*ID 182 | Tipo: 12 | Nome: Delimitador | Lexema: ( | Linha: 44
*ID 183 | Tipo: 2 | Nome: Identificador | Lexema: result | Linha: 44
*ID 184 | Tipo: 12 | Nome: Delimitador | Lexema: ) | Linha: 44
*ID 185 | Tipo: 12 | Nome: Delimitador | Lexema: ; | Linha: 44
*ID 186 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 45
*ID 187 | Tipo: 12 | Nome: Delimitador | Lexema: } | Linha: 49
Quantidade de Espacos: 339
Quantidade de Erros: 0
SUCESSO!!! - Nao ha erros
